1,2016-02-05,0,2016-02-05
3,2016-02-05,26,2016-03-02
4,2016-02-05,62,2016-04-07
5,2016-02-05,11,2016-02-17
6,2016-02-05,25,2016-03-01
8,2016-02-05,25,2016-03-01
9,2016-02-08,22,2016-03-01
10,2016-02-11,19,2016-03-01
11,2016-02-17,13,2016-03-01
12,2016-02-27,3,2016-03-01
13,2016-03-28,10,2016-04-07
14,2016-03-28,10,2016-04-07
