1,2016-02-09,19,2016-02-29
2,2016-02-09,20,2016-03-01
3,2016-02-09,0,2016-02-10
4,2016-02-09,19,2016-02-29
5,2016-02-16,11,2016-02-27
6,2016-02-16,11,2016-02-27
7,2016-02-16,11,2016-02-28
8,2016-02-16,12,2016-02-29
9,2016-02-16,11,2016-02-27
10,2016-02-16,12,2016-02-29
11,2016-02-20,70,
12,2016-02-23,6,2016-02-29
13,2016-02-23,6,2016-03-01
14,2016-02-23,6,2016-03-01
15,2016-03-01,0,2016-03-01
16,2016-03-01,59,
17,2016-03-01,59,
18,2016-03-01,59,
19,2016-03-01,59,
