2016-01-08,3
2016-01-11,1
2016-01-19,1
2016-01-31,2
2016-02-10,4
2016-02-11,5
2016-02-13,1
2016-02-14,7
2016-02-16,1
2016-02-20,2
2016-02-22,25
2016-02-23,10
2016-02-24,40
2016-02-25,3
2016-02-27,2
2016-02-28,70
2016-02-29,4
2016-03-01,5
2016-04-07,7
2016-04-14,2
