40,1456411025,labeled,bug,group3/user3,1,565688408
51,1456706887,labeled,bug,group3/user2,1,570235910
52,1456706956,labeled,bug,group3/user2,1,570236717
55,1456742164,labeled,bug,group3/user4,2,570842490
