2016-01-08,1
2016-02-01,6
2016-02-04,1
2016-02-18,5
2016-02-19,1
2016-02-21,11
2016-02-22,7
2016-02-25,2
2016-02-27,5
2016-02-28,16
2016-02-29,17
2016-03-01,28
2016-03-31,9
2016-04-01,5
2016-04-03,3
2016-04-05,2
2016-04-06,1
2016-04-07,23
2016-04-08,1
